"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"8130",80,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8131",35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8132",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8133",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8134",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8135",10751,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8136",16,35,12,NA,NA,NA,NA,NA,NA,NA,NA
"8137",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8138",53,878,18,NA,NA,NA,NA,NA,NA,NA,NA
"8139",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8140",28,53,80,18,NA,NA,NA,NA,NA,NA,NA
"8141",10749,16,12,35,10751,14,NA,NA,NA,NA,NA
"8142",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8143",18,53,35,NA,NA,NA,NA,NA,NA,NA,NA
"8144",80,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8145",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8146",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8147",18,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8148",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8149",28,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8150",14,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"8151",16,12,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8152",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8153",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8154",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8155",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8156",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8157",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8158",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8159",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8160",16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8161",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8162",28,18,53,80,NA,NA,NA,NA,NA,NA,NA
"8163",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8164",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8165",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8166",28,12,14,NA,NA,NA,NA,NA,NA,NA,NA
"8167",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8168",53,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8169",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170",35,18,878,NA,NA,NA,NA,NA,NA,NA,NA
"8171",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8172",35,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8173",10749,35,27,NA,NA,NA,NA,NA,NA,NA,NA
"8174",28,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"8175",16,35,10751,14,NA,NA,NA,NA,NA,NA,NA
"8176",28,14,35,27,9648,NA,NA,NA,NA,NA,NA
"8177",80,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8178",53,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"8179",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8180",10749,35,16,18,10751,NA,NA,NA,NA,NA,NA
"8181",35,18,10402,NA,NA,NA,NA,NA,NA,NA,NA
"8182",28,35,80,NA,NA,NA,NA,NA,NA,NA,NA
"8183",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8184",53,80,28,NA,NA,NA,NA,NA,NA,NA,NA
"8185",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8186",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8187",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8188",18,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"8189",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8190",18,14,878,NA,NA,NA,NA,NA,NA,NA,NA
"8191",878,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8192",28,18,53,80,NA,NA,NA,NA,NA,NA,NA
"8193",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8194",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8195",12,80,18,53,NA,NA,NA,NA,NA,NA,NA
"8196",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8197",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8198",16,28,12,NA,NA,NA,NA,NA,NA,NA,NA
"8199",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8200",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8201",53,9648,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8202",18,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8203",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8204",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8205",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8206",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8207",18,10749,10752,NA,NA,NA,NA,NA,NA,NA,NA
"8208",12,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8209",10752,18,36,28,NA,NA,NA,NA,NA,NA,NA
"8210",35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8211",35,14,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8212",10751,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8213",35,80,27,53,NA,NA,NA,NA,NA,NA,NA
"8214",18,14,9648,10749,NA,NA,NA,NA,NA,NA,NA
"8215",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8216",53,28,18,10752,NA,NA,NA,NA,NA,NA,NA
"8217",10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8218",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8219",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8220",18,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8221",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8222",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8223",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8224",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8225",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8226",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8227",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8228",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8229",27,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"8230",53,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8231",27,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8232",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8233",10751,16,14,NA,NA,NA,NA,NA,NA,NA,NA
"8234",36,99,16,NA,NA,NA,NA,NA,NA,NA,NA
"8235",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8236",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"8237",53,878,28,NA,NA,NA,NA,NA,NA,NA,NA
"8238",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8239",18,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8240",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8241",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8242",16,35,10751,12,NA,NA,NA,NA,NA,NA,NA
"8243",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8244",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8245",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8246",37,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8247",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8248",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8249",53,80,27,NA,NA,NA,NA,NA,NA,NA,NA
"8250",28,16,14,NA,NA,NA,NA,NA,NA,NA,NA
"8251",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8252",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8253",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8254",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8255",80,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8256",53,28,80,NA,NA,NA,NA,NA,NA,NA,NA
"8257",53,18,28,9648,NA,NA,NA,NA,NA,NA,NA
"8258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8259",80,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"8260",80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8261",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8262",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8263",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8264",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8265",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8266",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8267",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8268",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8269",12,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8270",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8271",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8272",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8273",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8274",53,80,18,9648,NA,NA,NA,NA,NA,NA,NA
"8275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8276",35,18,9648,NA,NA,NA,NA,NA,NA,NA,NA
"8277",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8278",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8279",53,28,35,80,NA,NA,NA,NA,NA,NA,NA
"8280",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8281",18,10749,878,NA,NA,NA,NA,NA,NA,NA,NA
"8282",9648,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8283",53,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8284",53,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8285",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8286",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8287",28,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8288",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8289",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8290",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8291",80,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8292",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8293",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8294",18,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8296",16,35,12,10751,NA,NA,NA,NA,NA,NA,NA
"8297",18,9648,53,10770,NA,NA,NA,NA,NA,NA,NA
"8298",10770,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8299",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8300",53,12,9648,14,NA,NA,NA,NA,NA,NA,NA
"8301",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8302",10751,16,14,NA,NA,NA,NA,NA,NA,NA,NA
"8303",28,12,53,10749,NA,NA,NA,NA,NA,NA,NA
"8304",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8305",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8306",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8307",14,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8308",80,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"8309",28,12,878,NA,NA,NA,NA,NA,NA,NA,NA
"8310",53,27,18,NA,NA,NA,NA,NA,NA,NA,NA
"8311",28,18,10749,10770,NA,NA,NA,NA,NA,NA,NA
"8312",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8313",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8314",10749,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"8315",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8316",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8317",35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8318",37,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8319",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8320",28,12,16,10751,NA,NA,NA,NA,NA,NA,NA
"8321",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8322",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8323",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8324",28,12,36,10749,18,NA,NA,NA,NA,NA,NA
"8325",35,18,27,NA,NA,NA,NA,NA,NA,NA,NA
"8326",53,18,878,NA,NA,NA,NA,NA,NA,NA,NA
"8327",10402,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8328",35,18,80,NA,NA,NA,NA,NA,NA,NA,NA
"8329",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8330",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8331",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8332",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8333",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8334",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8336",37,28,18,878,NA,NA,NA,NA,NA,NA,NA
"8337",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8338",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8339",28,18,12,53,NA,NA,NA,NA,NA,NA,NA
"8340",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8341",36,18,10752,NA,NA,NA,NA,NA,NA,NA,NA
"8342",28,53,878,NA,NA,NA,NA,NA,NA,NA,NA
"8343",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8344",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8345",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8346",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8347",53,16,28,80,NA,NA,NA,NA,NA,NA,NA
"8348",9648,18,28,80,NA,NA,NA,NA,NA,NA,NA
"8349",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8350",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8351",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8352",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8353",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8354",18,14,35,10749,NA,NA,NA,NA,NA,NA,NA
"8355",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8356",28,10752,18,NA,NA,NA,NA,NA,NA,NA,NA
"8357",12,10751,14,16,NA,NA,NA,NA,NA,NA,NA
"8358",53,27,878,NA,NA,NA,NA,NA,NA,NA,NA
"8359",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8360",12,18,35,NA,NA,NA,NA,NA,NA,NA,NA
"8361",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8362",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8363",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8364",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8365",16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8366",35,28,18,53,14,NA,NA,NA,NA,NA,NA
"8367",28,12,18,NA,NA,NA,NA,NA,NA,NA,NA
"8368",28,18,27,53,NA,NA,NA,NA,NA,NA,NA
"8369",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8370",18,35,878,NA,NA,NA,NA,NA,NA,NA,NA
"8371",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8372",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8373",12,14,10749,878,NA,NA,NA,NA,NA,NA,NA
"8374",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8375",28,35,27,NA,NA,NA,NA,NA,NA,NA,NA
"8376",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8377",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8378",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8379",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8380",27,28,35,NA,NA,NA,NA,NA,NA,NA,NA
"8381",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8382",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8383",53,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"8384",10751,12,878,NA,NA,NA,NA,NA,NA,NA,NA
"8385",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8386",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8387",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8388",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8389",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8390",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8391",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8392",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8393",878,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"8394",16,878,28,NA,NA,NA,NA,NA,NA,NA,NA
"8395",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8396",18,28,80,NA,NA,NA,NA,NA,NA,NA,NA
"8397",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8398",18,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8399",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8400",80,53,28,18,NA,NA,NA,NA,NA,NA,NA
"8401",10751,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8402",10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8403",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8404",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8405",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8406",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8407",28,12,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8408",80,18,9648,53,NA,NA,NA,NA,NA,NA,NA
"8409",35,12,80,10751,NA,NA,NA,NA,NA,NA,NA
"8410",53,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8411",53,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8412",10749,28,35,NA,NA,NA,NA,NA,NA,NA,NA
"8413",28,16,878,NA,NA,NA,NA,NA,NA,NA,NA
"8414",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8415",18,28,12,NA,NA,NA,NA,NA,NA,NA,NA
"8416",18,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8418",53,10752,12,18,NA,NA,NA,NA,NA,NA,NA
"8419",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8420",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8421",80,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"8422",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8423",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8424",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8425",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8426",14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8427",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8428",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8429",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8430",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8431",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8432",99,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8433",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8434",53,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8435",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8436",80,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8437",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8438",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8439",10751,16,10402,NA,NA,NA,NA,NA,NA,NA,NA
"8440",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8441",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8442",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8443",53,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"8444",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8445",35,12,878,14,NA,NA,NA,NA,NA,NA,NA
"8446",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8447",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8448",12,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8449",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8450",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8451",35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8452",18,28,80,NA,NA,NA,NA,NA,NA,NA,NA
"8453",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8454",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8456",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8457",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8458",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8459",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8460",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8461",80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8462",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8463",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8464",9648,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"8465",27,53,28,NA,NA,NA,NA,NA,NA,NA,NA
"8466",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8467",80,28,18,NA,NA,NA,NA,NA,NA,NA,NA
"8468",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8469",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8470",12,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8471",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8472",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8473",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8474",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8475",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8476",28,16,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8477",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8478",12,35,10751,14,NA,NA,NA,NA,NA,NA,NA
"8479",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8480",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8481",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8482",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8483",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8484",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8485",28,53,10752,NA,NA,NA,NA,NA,NA,NA,NA
"8486",9648,53,27,NA,NA,NA,NA,NA,NA,NA,NA
"8487",10751,14,27,NA,NA,NA,NA,NA,NA,NA,NA
"8488",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8489",10749,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"8490",53,28,878,NA,NA,NA,NA,NA,NA,NA,NA
"8491",14,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8492",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8493",80,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8494",80,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8495",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8496",10749,28,18,NA,NA,NA,NA,NA,NA,NA,NA
"8497",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8498",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8499",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8500",28,16,12,NA,NA,NA,NA,NA,NA,NA,NA
"8501",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8502",35,18,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8503",18,10749,35,NA,NA,NA,NA,NA,NA,NA,NA
"8504",28,35,80,53,NA,NA,NA,NA,NA,NA,NA
"8505",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8506",12,878,28,53,NA,NA,NA,NA,NA,NA,NA
"8507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8508",53,80,18,10749,NA,NA,NA,NA,NA,NA,NA
"8509",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8510",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8511",9648,53,80,NA,NA,NA,NA,NA,NA,NA,NA
"8512",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8513",10752,10751,18,NA,NA,NA,NA,NA,NA,NA,NA
"8514",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8515",9648,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8516",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8517",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8518",18,53,28,80,NA,NA,NA,NA,NA,NA,NA
"8519",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8520",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8521",16,10751,35,NA,NA,NA,NA,NA,NA,NA,NA
"8522",878,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8523",10770,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8524",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8525",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
